"";"seq";"variable";"pid";"coefficient";"level";"value";"revlevel";"sequence"
"1";NA;"LOC";3115;"haar";1;2213,24422511389;6;1
"2";NA;"LOC";3115;"haar";1;16346,1874606894;6;2
"3";NA;"LOC";3115;"haar";1;3514,32070249714;6;3
"4";NA;"LOC";3115;"haar";1;7167,94144088803;6;4
"5";NA;"LOC";3115;"haar";1;5433,40850663743;6;5
"6";NA;"LOC";3115;"haar";1;6636,90424821693;6;6
"7";NA;"LOC";3115;"haar";1;3913,83603386754;6;7
"8";NA;"LOC";3115;"haar";1;1833,52788361671;6;8
"9";NA;"LOC";3115;"haar";1;2231,62900142475;6;9
"10";NA;"LOC";3115;"haar";1;206,47518010647;6;10
"11";NA;"LOC";3115;"haar";1;914,289068074198;6;11
"12";NA;"LOC";3115;"haar";1;54,447222151357;6;12
"13";NA;"LOC";3115;"haar";1;115,258405333414;6;13
"14";NA;"LOC";3115;"haar";1;6791,7606332968;6;14
"15";NA;"LOC";3115;"haar";1;3163,59573902861;6;15
"16";NA;"LOC";3115;"haar";1;329,511760032925;6;16
"17";NA;"LOC";3115;"haar";1;1225,41605179629;6;17
"18";NA;"LOC";3115;"haar";1;6107,9883758894;6;18
"19";NA;"LOC";3115;"haar";1;239868,297848007;6;19
"20";NA;"LOC";3115;"haar";1;1105,20789899456;6;20
"21";NA;"LOC";3115;"haar";1;498,510280736489;6;21
"22";NA;"LOC";3115;"haar";1;7708,87812849571;6;22
"23";NA;"LOC";3115;"haar";1;123,743686707632;6;23
"24";NA;"LOC";3115;"haar";1;66,4680374315358;6;24
"25";NA;"LOC";3115;"haar";1;-46097,7052791134;6;25
"26";NA;"LOC";3115;"haar";1;124,450793488824;6;26
"27";NA;"LOC";3115;"haar";1;0;6;27
"28";NA;"LOC";3115;"haar";1;0;6;28
"29";NA;"LOC";3115;"haar";1;9553,01261383021;6;29
"30";NA;"LOC";3115;"haar";1;9432,09735424741;6;30
"31";NA;"LOC";3115;"haar";1;2327,79552366614;6;31
"32";NA;"LOC";3115;"haar";1;364,867099092226;6;32
"33";NA;"LOC";3115;"haar";1;388,201622871449;6;33
"34";NA;"LOC";3115;"haar";1;191,625937701552;6;34
"35";NA;"LOC";3115;"haar";1;28234,0666659976;6;35
"36";NA;"LOC";3115;"haar";1;1365,42319447122;6;36
"37";NA;"LOC";3115;"haar";1;268,700576850882;6;37
"38";NA;"LOC";3115;"haar";1;7452,9054737062;6;38
"39";NA;"LOC";3115;"haar";1;200,111219075799;6;39
"40";NA;"LOC";3115;"haar";1;24,0416305603576;6;40
"41";NA;"LOC";3115;"haar";1;36,0624458405073;6;41
"42";NA;"LOC";3115;"haar";1;18695,1961877911;6;42
"43";NA;"LOC";3115;"haar";1;14097,5878965162;6;43
"44";NA;"LOC";3115;"haar";1;1998,28376363317;6;44
"45";NA;"LOC";3115;"haar";1;9294,21153191593;6;45
"46";NA;"LOC";3115;"haar";1;429,213816180243;6;46
"47";NA;"LOC";3115;"haar";1;7778,17459305201;6;47
"48";NA;"LOC";3115;"haar";1;589,727055509575;6;48
"49";NA;"LOC";3115;"haar";1;-1929,69440585811;6;49
"50";NA;"LOC";3115;"haar";1;23224,2151212909;6;50
"51";NA;"LOC";3115;"haar";1;424428,824591945;6;51
"52";NA;"LOC";3115;"haar";1;2295,97571851267;6;52
"53";NA;"LOC";3115;"haar";1;2462,85291887273;6;53
"54";NA;"LOC";3115;"haar";1;7085,2099474892;6;54
"55";NA;"LOC";3115;"haar";1;22914,5023511313;6;55
"56";NA;"LOC";3115;"haar";1;-4343,04985004757;6;56
"57";NA;"LOC";3115;"haar";1;15851,91982064;6;57
"58";NA;"LOC";3115;"haar";1;17412,5044867189;6;58
"59";NA;"LOC";3115;"haar";1;2338,40212538396;6;59
"60";NA;"LOC";3115;"haar";1;37691,6198643679;6;60
"61";NA;"LOC";3115;"haar";2;18704,5;5;1
"62";NA;"LOC";3115;"haar";2;21404,5;5;2
"63";NA;"LOC";3115;"haar";2;12970;5;3
"64";NA;"LOC";3115;"haar";2;3757;5;4
"65";NA;"LOC";3115;"haar";2;1700,00000000001;5;5
"66";NA;"LOC";3115;"haar";2;2506,99999999999;5;6
